301
8.830e+02;0.287
8.831e+02;-1.680
8.831e+02;-3.648
8.831e+02;-4.830
8.832e+02;-6.797
8.833e+02;-8.371
8.834e+02;-10.339
8.835e+02;-12.306
8.836e+02;-14.274
8.836e+02;-16.635
8.839e+02;-17.814
8.839e+02;-19.388
8.839e+02;-20.963
8.841e+02;-22.536
8.842e+02;-24.109
8.844e+02;-25.288
8.846e+02;-26.861
8.847e+02;-28.828
8.850e+02;-30.400
8.853e+02;-31.183
8.858e+02;-32.359
8.861e+02;-33.536
8.864e+02;-34.320
8.868e+02;-35.104
8.872e+02;-35.493
8.876e+02;-35.488
8.880e+02;-35.484
8.883e+02;-35.874
8.887e+02;-37.051
8.890e+02;-37.048
8.893e+02;-37.044
8.895e+02;-38.222
8.898e+02;-37.432
8.902e+02;-36.640
8.906e+02;-37.029
8.909e+02;-37.419
8.913e+02;-37.809
8.916e+02;-38.592
8.920e+02;-39.769
8.923e+02;-39.372
8.926e+02;-38.975
8.929e+02;-38.185
8.932e+02;-36.607
8.935e+02;-36.210
8.938e+02;-35.419
8.941e+02;-35.809
8.945e+02;-36.198
8.947e+02;-35.015
8.951e+02;-33.830
8.952e+02;-31.859
8.955e+02;-29.101
8.956e+02;-27.131
8.958e+02;-25.160
8.959e+02;-22.796
8.960e+02;-20.433
8.961e+02;-17.676
8.962e+02;-14.525
8.963e+02;-12.555
8.965e+02;-10.585
8.965e+02;-9.010
8.966e+02;-10.977
8.967e+02;-12.945
8.968e+02;-14.913
8.970e+02;-14.910
8.972e+02;-13.333
8.972e+02;-11.758
8.973e+02;-9.788
8.974e+02;-7.425
8.975e+02;-4.275
8.975e+02;-1.912
8.976e+02;0.451
8.976e+02;2.420
8.977e+02;4.390
8.977e+02;7.146
8.977e+02;9.114
8.977e+02;10.689
8.979e+02;13.446
8.979e+02;16.203
8.980e+02;17.778
8.981e+02;19.354
8.982e+02;21.718
8.983e+02;20.144
8.984e+02;18.177
8.985e+02;20.539
8.986e+02;22.903
8.986e+02;25.265
8.986e+02;28.022
8.987e+02;29.991
8.987e+02;32.353
8.987e+02;34.716
8.988e+02;37.866
8.989e+02;40.623
8.989e+02;43.379
8.989e+02;46.135
8.990e+02;48.892
8.990e+02;52.042
8.991e+02;54.405
8.992e+02;57.555
8.992e+02;59.918
8.992e+02;62.674
8.993e+02;64.643
8.993e+02;66.218
8.993e+02;68.974
8.993e+02;71.730
8.994e+02;73.700
8.996e+02;75.670
8.996e+02;74.095
8.997e+02;72.128
8.997e+02;70.947
8.997e+02;69.373
8.998e+02;67.405
8.998e+02;65.436
8.999e+02;63.862
8.999e+02;61.894
8.999e+02;59.139
8.999e+02;57.564
8.999e+02;55.202
9.000e+02;53.234
9.000e+02;51.265
9.000e+02;49.297
9.000e+02;46.935
9.001e+02;44.180
9.001e+02;41.818
9.002e+02;39.062
9.002e+02;36.307
9.002e+02;34.339
9.003e+02;31.977
9.003e+02;29.616
9.004e+02;27.648
9.004e+02;26.073
9.004e+02;23.711
9.004e+02;20.956
9.005e+02;18.988
9.006e+02;16.627
9.006e+02;13.477
9.007e+02;11.116
9.007e+02;8.754
9.007e+02;6.392
9.009e+02;4.818
9.009e+02;2.851
9.009e+02;0.488
9.011e+02;-1.084
9.013e+02;-2.657
9.013e+02;-4.625
9.014e+02;-6.592
9.016e+02;-8.559
9.018e+02;-10.132
9.019e+02;-12.493
9.022e+02;-13.277
9.024e+02;-14.850
9.026e+02;-16.422
9.029e+02;-17.993
9.031e+02;-19.566
9.033e+02;-21.926
9.037e+02;-22.315
9.039e+02;-23.100
9.041e+02;-24.279
9.045e+02;-24.275
9.048e+02;-24.271
9.051e+02;-24.267
9.054e+02;-25.446
9.057e+02;-25.442
9.061e+02;-25.438
9.064e+02;-25.040
9.069e+02;-25.429
9.072e+02;-27.000
9.075e+02;-26.996
9.079e+02;-26.992
9.082e+02;-27.776
9.087e+02;-27.771
9.090e+02;-28.555
9.094e+02;-28.157
9.097e+02;-28.547
9.101e+02;-28.936
9.104e+02;-28.932
9.107e+02;-28.929
9.109e+02;-28.926
